0	0	0	0	0	0	0	0	0
60	177	177	177	177	177	55	55	55
60	177	177	177	177	177	55	55	55
60	177	177	177	177	177	55	55	55
60	177	177	177	177	177	55	55	55
60	177	177	177	177	177	55	55	55
67	177	177	177	177	177	55	55	55
78	177	177	190	177	177	57	55	55
89	186	177	217	186	177	65	55	55
100	210	177	245	210	177	73	63	55
111	233	194	272	233	194	81	69	58
122	257	214	299	257	214	89	76	64
133	280	234	327	280	234	97	84	70
145	304	253	354	304	253	106	90	75
156	326	272	381	326	272	114	97	81
167	352	293	410	352	293	122	105	87
178	375	312	410	352	293	122	105	87
189	399	332	410	352	293	122	105	87
200	421	351	410	352	293	122	105	87
200	421	351	410	352	293	122	105	87
200	421	351	410	352	293	122	105	87
