0	0	0	0	0	0	0	0	0
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	55	55	55
55	55	55	55	55	55	57	55	55
55	55	55	55	55	55	65	55	55
55	55	55	58	55	55	73	63	55
55	55	55	65	56	55	81	69	58
55	55	55	71	61	55	89	76	64
58	55	55	78	67	56	97	84	70
63	55	55	84	72	60	106	90	75
68	58	55	91	78	65	114	97	81
73	63	55	98	84	70	122	105	87
78	67	56	98	84	70	122	105	87
83	71	59	98	84	70	122	105	87
88	75	63	98	84	70	122	105	87
88	75	63	98	84	70	122	105	87
88	75	63	98	84	70	122	105	87
